Famiglia e Tipo,ID Elemento,Categoria,Verifica,Stato
Travi HE: HE200A,137591,Telaio strutturale,Troppo Lungo,0
Travi HE: HE200A,137608,Telaio strutturale,Troppo Lungo,0
Travi HE: HE200A,137624,Telaio strutturale,Troppo Lungo,0
