Nome Parametro,GUID Parametro,Status
PST_MAT_T_ResistenzaACompressione,55d8c03f-58e7-426a-aceb-fc3af67d4e42,0
PST_MAT_T_TensioneDiRottura,d2d12455-7951-47a3-bbbb-660634dddbd8,0
PST_MAT_T_TensioneDiSnervamento,7601e48a-5070-4a62-bc95-1750e9666739,0
PST_MAT_T_TipoDiAggregato,7d49390e-e74d-438c-8445-40020ea78e16,0
PST_MAT_T_TipoDiCemento,a2ad8d49-12e3-4a89-8e3b-8220d405e152,0
PST_MEC_I_ConducibilitaCoibentazione,f072101b-3360-4ed8-912c-ca116edc6aa4,0
PST_MEC_I_DeltaTemperaturaAcquaCalda,667fb182-afe7-4b93-a7bb-d592f253a10d,0
PST_MEC_I_DeltaTemperaturaAcquaRefrigerata,716c0674-235c-4797-8c6b-099cd1141b0f,0
PST_MEC_I_EfficienzaDiFiltrazione,3c52db85-bb38-491e-81a4-d212a617cb38,0
PST_MEC_I_EfficienzaRecuperatore,8915c76c-0c6e-411b-a143-3bdb7810a3cf,0
PST_MEC_I_MassimaPotenzaElettrica,f0188724-f3bb-4a05-b01b-c367b08ef59a,0
PST_MEC_I_NumeroUsciteCollettore,a6371a0b-bf07-42cc-9138-a846c79e393e,0
PST_MEC_I_Pfa,c828f4d2-2cfd-40fe-9402-253df61932e2,0
PST_MEC_I_Portata,f729f05c-052c-4eb1-b7f9-450eb5281945,0
PST_MEC_I_PortataAriaEsterna,ffff411c-d82f-8067-89b5-e0e9d96c932b,0
PST_MEC_I_PortataMandata,db97374d-b127-49b7-bfb0-278fe38e73b6,0
PST_MEC_I_PortataRipresa,2f4fe2af-c633-4795-b5cd-3b362d0ad8c8,0
PST_MEC_I_PotenzaFrigoriferaBatteria,7e584aa5-9c81-4fe9-8a8f-3f6c4841c688,0
PST_MEC_I_PotenzaTermicaBatteria,ea2700ea-1ed5-40e2-9bd7-bb576f95b3e9,0
PST_MEC_I_PotenzaTermicaBatteriaPost,8faee3d5-ff13-4616-a966-96de43662a3c,0
PST_MEC_I_PrevalenzaNettaMandata,62cecf6e-2e0f-4199-99aa-5aa4f8f5a8aa,0
PST_MEC_I_PrevalenzaNettaRipresa,64ce5a0c-1bbc-4093-98fa-ab5702b5a8c9,0
PST_MEC_I_ReazioneAlFuoco,23f133ef-446a-4684-9c89-aee2dd179ea0,0
PST_MEC_I_TemperaturaAcquaCaldaMandata,6556260d-e4a2-45c6-9acf-7fa002fd64e7,0
PST_MEC_I_TemperaturaAcquaRefrigerataMandata,0108c8ad-9326-45a7-83f0-990c23276937,0
PST_MEC_I_TemperaturaSetPointEstate,482f8150-5565-494c-bb1f-d14ea9fd6d01,0
PST_MEC_I_TemperaturaSetPointInverno,5880fcae-1f1c-4f42-8879-37797d980954,0
PST_MEC_I_TipoAccessorio,08c606ac-2960-497c-a5a7-9200d3623f12,0
PST_MEC_I_TipoDiUnita,1c95dbfd-e152-434a-b57e-f0e776e33270,0
PST_MEC_I_TipoLamaDAria,126d03e1-dbbd-43a7-ad07-a9e53e3e30d2,0
PST_MEC_I_TipoUta,d6e9b260-b035-41b9-a7e1-acf5c9c4b66d,0
PST_MEC_I_TipoValvola,6f6db7c9-a397-4a49-a1b5-09117ad89744,0
PST_MEC_T_Capacita,ec876828-30c8-4c70-801a-2abb45ec14ff,0
PST_MEC_T_CapacitaDiRaffreddamento,eefca8cc-4695-48bc-81ad-c85cd2bff1a5,0
PST_MEC_T_CapacitaDiRiscaldamento,8976b8e4-0068-4788-b00c-23b96c008e6a,0
PST_MEC_T_CapacitaNominale,2d651b2e-0d30-4dda-b4af-fbbf6e6c7dd5,0
PST_MEC_T_CapacitaRecuperoCalore,d7544049-56b4-4991-8bf3-b4698c45648c,0
PST_MEC_T_MaterialeCondotti,6f93e8a3-f712-4a52-a215-a9feb2562f99,0
PST_MEC_T_PerditaDiCarico,0edd98f1-3697-4270-b843-62024178a6f4,0
PST_MEC_T_PortataFluidoRefrigerato,e21d4160-d1cb-4e08-9dbd-dc4919270722,0
PST_MEC_T_PortataFluidoRiscaldato,b9957356-fce8-4106-8861-6f838575570b,0
PST_MEC_T_PortataMassima,02fe7bb8-a5d3-47d9-ac07-d3489c927cf3,0
PST_MEC_T_PotenzaTermica,ce687b71-a7c6-40f6-80ce-49ee901c7199,0
PST_MEC_T_PotenzaTermicaMinima,19b30721-486a-4c18-8126-d105799d239a,0
PST_MEC_T_PotenzaTermicaRaffrescamento,a7aa237b-1fdf-4d2d-a34a-202a82dc0899,0
PST_MEC_T_PotenzaTermicaRiscaldamento,517012d9-6b78-4e29-8184-2ed39a8550db,0
PST_MEC_T_PotenzaTermincaMassima,cbced884-3e00-402c-a717-673119805741,0
PST_MEC_T_PressioneMassima,e534a912-26e5-4b76-aa71-c6feb7fe3ade,0
PST_MEC_T_PressioneMinima,9e0cbde9-39cb-43d5-84f6-7daf170b0576,0
PST_MEC_T_PressioneResidua,efa48677-eed6-449a-a4c3-a69d16a77cb3,0
PST_MEC_T_Prevalenza,ffff411c-d82f-80d5-a3cb-fcd10df83fe3,0
PST_MEC_T_TemperaturaFluidoRefrigerato,071ac040-5a6e-43ab-81fe-00655f4a2d17,0
PST_MEC_T_TemperaturaFluidoRiscaldato,9197a99a-9308-44e5-8a3c-407a2ef28212,0
PST_MEC_T_TemperaturaMassima,41681941-a542-415f-8056-655dc6046049,0
PST_MEC_T_TemperaturaMinima,2aa6d219-8384-4ada-80bd-94660c1c2fe9,0
PST_MEC_T_TemperaturaOperativa,bd715e3c-e345-43bc-83a2-4239d467de31,0
PST_MEC_T_TipoDiFluido,2ecacfac-e344-4aee-b9a5-2684838bd34a,0
PST_MEC_T_TipoDiMotore,19ae512a-769b-4e74-9474-71d431bd9923,0
PST_MEC_T_VelocitaFluido,e0188c4b-aef4-438c-b676-6b161292dc97,0
PST_MEP_T_Materiale,9f1e51a0-8c27-42d4-8157-391b50c9f8c4,0
PST_STR_I_CaricoAccidentaleDiProgetto,ced0bd4c-8cc6-4bab-9710-9c9575792446,0
PST_STR_I_CopriferroNetto,c4f0f637-35cd-41f6-a0d3-0a25f61f2d0d,0
PST_STR_I_IncidenzaArmatura,4456d6bc-267b-4772-b328-97275eba21f0,0
PST_STR_I_Resilienza,bcdede99-8a3f-4288-89f8-0d527bd0b9c1,0
PST_STR_I_TipoZincatura,4d240a70-dce1-458e-904d-312d1a435a33,0
PST_STR_T_FormaDellaSezione,35a39a09-0d9e-47f0-826d-ffa731222592,0
PST_STR_T_TipoBullonatura,b897688f-595c-45cf-990e-1885788f2016,0
PST_STR_T_TipoDiProfilo,ce351017-3a9a-418b-9e13-e1eb250ccd9e,0
PST_STR_T_TipoSaldatura,238ef96e-1e58-4405-b694-7e5f07da7245,0
PST_STR_T_TipoTirafondi,d7f42aff-4c88-493d-a4c3-a6f042901e23,0
PDM_GEN_I_Altezza,10af411c-d82f-80b7-9a5a-d5336a4cdaa1,0
PDM_GEN_I_Diametro,10af411c-d82f-801e-b0b7-eadb200f5139,0
PDM_GEN_I_Larghezza,10af411c-d82f-8071-915b-c98952ec6aaf,0
PDM_GEN_I_Lunghezza,10af411c-d82f-805e-a447-fe9556f0de37,0
PDM_GEN_I_Peso,10af411c-d82f-803c-98f6-df9154dc3291,0
PDM_GEN_I_Profondita,10af411c-d82f-80d9-8108-c5e829cb2210,0
PDM_GEN_I_Spessore,10af411c-d82f-8070-b7fa-cd96c86bae48,0
PDM_MEP_I_DiametroEsterno,10af411c-d82f-801b-aa5c-f518d14a7453,0
PDM_MEP_I_DiametroInterno,10af411c-d82f-80e1-b83b-c2ef25b23002,0
PDM_SCA_I_AltezzaPedate,10df411c-d82f-801c-94f6-cdefb81988d8,0
PDM_SCA_I_NumeroAlzate,10df411c-d82f-8042-8b87-c516eafafaab,0
PDM_SCA_I_ProfonditaPedate,10df411c-d82f-8074-a1b7-ecdde40707f2,0
PDM_RIN_I_AltezzaRinghiera,10df411c-d82f-805e-8a38-c42de349c466,0
PDM_LOC_I_Perimetro,122f411c-d82f-804b-81ed-dadc4e25300b,0
PDM_LOC_I_Volume,122f411c-d82f-80d1-ad02-f08938a97d82,0
