Nome Tipo,ID Elemento,Altezza non collegata,Stato
Generico - 30 cm,137170,3.1000000000000001,Altezza non collegata
Generico - 30 cm,137353,3.1000000000000001,Altezza non collegata
Generico - 30 cm,137410,3.1000000000000001,Altezza non collegata
Generico - 30 cm,137411,3.1000000000000001,Altezza non collegata
