In/Out,ID,Raggruppamento,Descrizione,Formato,Percentuale
X,10,Collegamenti modello nativo,Eventuali dettagli costruttivi inseriti come file collegati (es. dwg pdf ecc.) sono coerentemente posizionati rispetto alle geometrie del modello,Nativo,0%
