Famiglia e Tipo,ID Elemento,Categoria,Verifica,Stato
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274329,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274337,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274368,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274376,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274382,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274389,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274396,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274443,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274449,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274456,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274480,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274487,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274516,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274524,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274555,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274563,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274569,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274576,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274583,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274653,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274659,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274666,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274690,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274697,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274726,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274734,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274765,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274773,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274779,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274786,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1274793,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274983,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1274992,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1275021,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1275029,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1275035,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1275042,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1275049,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1293183,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1293897,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1294480,Bordi solaio,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1294728,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1295061,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1295979,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1300543,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1300550,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1300554,Bordi solaio,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1300558,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1300562,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1300570,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen100_100mm,1352506,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1590564,Pavimenti,Verificato,1
Vista 3D: Vista 3D,1603528,Cineprese,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1639053,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639059,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639066,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639090,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639097,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1639126,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1639134,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1639165,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639173,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639179,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639186,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1639193,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640114,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640120,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640127,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640151,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640158,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640187,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640195,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640226,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640234,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640240,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640247,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640254,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640349,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640355,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640362,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640386,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640393,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640422,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640430,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640461,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640469,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640475,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640482,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640489,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640575,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640581,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640588,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640612,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640619,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640648,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640656,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1640687,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640695,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640701,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640708,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1640715,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1641446,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1641452,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1641459,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1641466,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen200_200mm,1644200,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen500_500mm,1644211,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen500_500mm,1646067,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen500_500mm,1648704,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1650089,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1677835,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1689314,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1689347,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1689407,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1689414,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,1690427,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,1695441,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1707906,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen160_160mm,1721595,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761082,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761096,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761102,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761112,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761121,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761166,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1761936,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen22_22mm,1765118,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1783959,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1784630,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1784743,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1785305,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1785440,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1792649,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1807199,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,1815352,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1819556,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1819571,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1824644,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1824661,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1840709,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1841690,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1841693,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1841701,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1842704,Pavimenti,Troppo Alto,0
Bordo solaio: ARC_PAV_PRE_Cal17_17mm,1842711,Bordi solaio,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen300_300mm,1877456,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1877560,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1877705,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1879033,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,1890917,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1903586,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1903930,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Int10_10mm,1905779,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Int10_10mm,1908539,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Int10_10mm,1909013,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Int10_10mm,1909654,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen300_300mm,1913515,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1948910,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen500_500mm,1981799,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen500_500mm,1981806,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen500_500mm,1981821,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1981844,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1981866,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen200_200mm,1982086,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen5_5mm,1986558,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1988141,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1988149,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1988155,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen150_150mm,1988165,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen150_150mm,1988173,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1989620,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen5_5mm,1989634,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1989649,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,1989684,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen345_345mm,2007521,Pavimenti,Troppo Basso,0
Pavimento: ARC_PAV_PRE_Gen20_20mm,2011079,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen160_160mm,2125225,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2126060,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen40_40mm,2130732,Pavimenti,Verificato,1
Pavimento: STR_PAV_PRE_Lzi150_150mm,2153014,Pavimenti,Troppo Basso,0
Pavimento: STR_PAV_PRE_Lzi170_170mm,2154333,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen250_250mm,2171937,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen250_250mm,2172019,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen250_250mm,2175203,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2178708,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2181640,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2185706,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2230623,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2235178,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243128,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243179,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243229,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243261,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243312,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243350,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2243398,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2248284,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2253237,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2325842,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2328570,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2346450,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2346563,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen160_160mm,2346885,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen100_100mm,2377036,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen100_100mm,2377075,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2378054,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2378069,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen100_100mm,2390547,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2407297,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen300_300mm,2408905,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,2433882,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen300_300mm,2442244,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen40_40mm,3058906,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3058925,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3058956,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3058974,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3059003,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3059015,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen40_40mm,3059080,Pavimenti,Troppo Alto,0
Pavimento: ARC_PAV_PRE_Gen20_20mm,3082478,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3082575,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3082598,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3082619,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3082650,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3083173,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3083204,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3083311,Pavimenti,Verificato,1
Pavimento: ARC_PAV_PRE_Gen20_20mm,3083413,Pavimenti,Verificato,1
,3083661,,ELEMENTO NON VERIFICABILE,0
